date,Year,Month,Mercedes-Benz,BMW,MINI,Audi,Volkwagen,Porsche,Toyota,Lexus,Nissan,Infiniti,Honda,Volvo,Jaguar,Land Rover,Ford,GM,Cadillac,Chrysler,Fiat,Maserati,Peugeot,Citroen,Aston Martin
2016-01-01,2016 ,1 ,91367.5,36268.9,1014.9,50761.1,12804.6,11505.2,6687.9,5574.7,1400.5,13663.1,8501.1,5376,6199.5,40962.2,9505,605.4,12082.1,9170.2,954.6,15607.8,6558.9,348.1,33641.6
2016-01-02,2016 ,1 ,94927.9,39025.6,1132.1,52742.7,13012,11648.4,6821,6028.9,1585.1,14435,10611.9,6071.8,6576.9,41032.9,9338.6,644.8,9895.6,9670.6,1129.1,15573.4,6868.3,333.9,12209.4
2016-01-03,2016 ,1 ,93701.7,39610.2,1085.6,54485.8,13314.5,10978.5,6840,5785.8,1798.1,14423.9,8804.8,5763.7,6624.4,38500.1,10186.1,694.2,10135.7,9399.1,2208.8,13446.5,6681.6,358.1,5497.2
2016-01-04,2016 ,1 ,95439.2,41408.8,1344.9,58408.1,15052.8,10111.6,7061,6107.6,1726.4,14895,8963.2,5603.3,7024.9,38151.9,9838,1020.1,10775,9278.2,2094.8,13118.5,12713.8,420.7,4758.6
2016-01-05,2016 ,1 ,98758.3,39030.6,1233,60748.9,15571,9000.7,7668.6,5786.8,1571.1,15026.5,10219.7,5477.5,6304.4,34873.5,9477.7,1013.1,10625.1,8273.1,1518.6,12303.1,10076.1,360.2,2181.6
2016-01-06,2016 ,1 ,101725.1,41631,1333.9,52771.9,15342.1,9336.7,8383.2,6405.3,1525.7,16314.2,10404.2,4978.7,6397.2,33663.7,9283,948.5,9961.2,8347.8,1244.1,11310.2,9027.7,350,2244.2
2016-01-07,2016 ,1 ,91695.7,43240,1302.6,52218.2,15392,9920.9,9272.8,7282.1,1578.1,18133,8663.5,5423.9,6214.7,34564.8,8903.6,972.7,10110.4,9029.9,1125.1,12535.2,7876.6,509.4,1925.2
2016-01-08,2016 ,1 ,89553,39920.6,1332.9,47439.5,13840.1,9779.6,10087.2,5402.3,1533.7,17023.2,8705,6399.5,6323.6,34420.4,8922.9,862.7,10898.7,11141.9,1055.5,11696.9,7565.8,1004,1560
2016-01-09,2016 ,1 ,97275.8,41263.5,1119.9,47879.5,14347.4,9574.9,8862.4,5694.9,1644.6,16201.9,9073.3,6854.3,6786.8,37546.7,9604.9,663.9,10973.3,9949.1,1097.8,12941.9,7864.4,1267.2,5317.6
2016-01-10,2016 ,1 ,100061.1,39403.8,1074.5,51269.6,14943.4,9306.5,8064.2,5436.8,1541.7,15042.7,8360,5734.5,8766.5,44203.3,9635.2,650.8,14832.5,11469.6,1158.4,12410,7490.9,635.7,3489.2
2016-01-11,2016 ,1 ,103410.9,41349.4,1447.8,48233.2,13730.1,9327.6,8237.5,5548.7,1656.8,15443,8355.9,6411.6,6872.6,36799.8,10090.2,973.7,13441.4,9998.6,1571.1,12227.5,12849,567.9,2429.8
2016-01-12,2016 ,1 ,106506.2,43893.2,1315.7,52409.8,13400.8,9701,8111.5,6509,1682.1,16302.6,8133.8,6403,6844.3,37220.7,10893.5,992.9,12258.7,10211.6,1420.7,11884.6,11443.5,465.1,4145.2
2016-01-13,2016 ,1 ,102447.1,44250.5,1371.1,59846.5,14925.4,9530.4,8228.8,6240.6,1804.2,16273.6,8293.2,7043.5,6930.2,36488.1,12956.1,1053.4,13963.9,9839.2,1351.1,11735.3,16045.8,432.8,2583.2
2016-01-14,2016 ,1 ,93109.7,42508.8,1292.5,53937.8,13254.2,10457.7,9725.1,5936,1818.2,17479.3,7453.8,7466.3,6978.5,34034,12818.7,982.8,14693.4,9809.8,1124.1,11554.5,15418.2,490.3,3451
2016-01-15,2016 ,1 ,90669.9,39713.7,1150.2,49631.1,13245,9513.3,9560.3,7407.3,1631.6,18599.2,6936.1,8936,6818.1,32860.4,10097.3,924.3,11401.1,9262.1,1432.8,10581.9,11486.8,428.8,2088.6
2016-01-16,2016 ,1 ,99578.8,38862.2,1106.7,49725.4,12006,10456.7,8293.3,6823.9,1971.6,17088.8,7645.4,8381.1,8244.8,44479.8,10575.7,790.1,10585.8,9557.7,982.8,12732,14004.3,396.4,2127
2016-01-17,2016 ,1 ,102850.9,40619,1185.6,52086.2,13163,9339.7,7880.7,6075.4,1798.1,15754.2,8016.8,7344.8,7119.8,41670.5,10718.8,687.1,11945.9,10325.4,988.8,12283.2,12003.4,387.2,2155.2
2016-01-18,2016 ,1 ,99175.1,41552,1344.8,61364,13627.1,8466.9,7302.4,5973.4,1675.9,14951.7,7632.2,6073.7,7237.7,38318.4,15438.3,1025.2,12996.4,11948.2,1415.7,12096.4,11836,458.9,1895
2016-01-19,2016 ,1 ,104546.2,42128.5,1278.4,53394.5,14596.2,8613.2,10191.3,6583.9,1786,18561.2,7427.4,6535.2,7276,42068,18605.7,974.7,12388.7,10839,1365.2,12040.7,12983.3,515.4,2536.8
2016-01-20,2016 ,1 ,102962,40364.4,1235,54613.5,13226.2,11094.4,11035.7,6781.4,1595.3,19412.4,7066.3,9331.9,6880.6,36597.2,18413.9,918.2,14887.3,10376,910.1,10555.6,10540.4,483.2,2454
2016-01-21,2016 ,1 ,103014.2,41447.3,1140.2,52472.7,12527.1,11485,9842.1,5685.9,1653.7,17181.7,7716.1,15301.5,6901.7,34452.7,16035.7,913.2,18906.5,10281,883.9,10470.6,13717.1,602.2,1983.8
2016-01-22,2016 ,1 ,98776.5,48614.6,1261.3,49109.2,12456.2,10135.9,6928.7,5941.1,1574.1,14443.9,7518.2,12607.7,6446.6,39949.2,16761.2,952.5,18015.4,9525.3,801.1,10326.3,11808.9,713.2,1882.8
2016-01-23,2016 ,1 ,101738.3,44737.8,1174.3,48711.1,12535.1,9794.8,7488.1,6030.8,1655.8,15174.7,8199.4,7072.9,7762.4,39906.8,21167.7,683.1,14029.6,10027.9,829.4,10125.7,11055.2,556.8,1880.8
2016-01-24,2016 ,1 ,101927.2,43462.3,1022,51355.2,12987.3,8844.3,7979.6,5972.2,1779.9,15731.7,8470.9,6694.7,7183.3,36567.8,26376.4,698.2,14086,11075.3,900.1,10008.4,9568.5,421.6,1782
2016-01-25,2016 ,1 ,100529.7,45825.5,1244.1,50119.2,12870,8758.5,7468.8,5864.1,1758.7,15091.6,8033,6799.5,9637.3,37930,19951.6,883.9,15898.3,9982.5,1057.5,10219.5,9071,478.2,1771.8
2016-01-26,2016 ,1 ,99106,45793.3,1287.5,55339.2,13435.7,9265.1,8195.3,6198.3,1778.9,16172.5,8765.4,6821.2,13375.8,41077.2,20018.2,971.7,17757,10106.5,958.6,12085.2,9738.2,478.2,2892
2016-01-27,2016 ,1 ,96381.8,50037.3,1306.7,53809.7,13724.9,10402.3,7978.4,6006.7,1918.1,15903.2,8556.6,9459.4,10985.4,37383.1,18394.6,916.2,21145.4,9627.3,1043.3,10826,10086.2,616.5,1790
2016-01-28,2016 ,1 ,99710.3,47797.2,1307.7,54814,15400.8,11500.1,7729.2,6228.6,1880.8,15838.6,9410.4,9331.3,9389,37745.2,17224.2,922.2,17343.3,9775.5,1107.9,10761.5,8969.3,560.9,1796
2016-01-29,2016 ,1 ,97928.4,44444.2,1174.4,51038.2,13354.2,10060.2,7399,6514,1822.3,15735.3,8349.8,7087.6,8052,35211.6,14084.2,922.2,16442.3,8959.3,970.7,10883.3,8076.4,481.2,1800.2
2016-01-30,2016 ,1 ,103104.5,43407.7,1081.7,51257.2,13576.3,11248.8,7931.9,6961.3,1754.6,16647.8,9696.8,6748.6,8203.5,39764.2,17788.2,668,13978.2,9799.7,935.4,14311,8521.4,494.4,1796
2016-01-31,2016 ,1 ,104854.4,45435,1275.2,54144.7,13963.3,10781.7,8691.8,6499,1846.5,17037.3,11768.4,7741.9,11455.6,39509,27013.2,673,14479.8,10473.8,1119,13695.8,9589.8,482.2,2046.2
2016-02-01,2016 ,2 ,101475.1,42069.9,1287.4,51022.1,13474.4,9719.2,7740.3,5501.3,1837.4,15079,9729.2,9745.8,9446.7,35648.7,15947.8,880.9,12386.8,9221.5,896,11007.6,9300.4,430.8,1560
2016-02-02,2016 ,2 ,97541.1,45346.1,1411.4,51399.2,21890.2,9514.3,7746.4,5597,1948.4,15291.8,9426.5,8672.4,9657.5,35203.7,14130.6,914.2,12768.3,9292.2,903.1,10303.2,10301.2,412.4,1515.6
2016-02-03,2016 ,2 ,101086.9,43622.8,1289.5,51619.7,14876.9,8915.9,7418.4,5568.8,1965.6,14952.8,9376.9,6922.1,8706.9,35799,12951,921.2,11278,9344.7,1022.1,9882.3,9991.5,385.4,1509.4
2016-02-04,2016 ,2 ,102992.5,46472.4,1197.7,54997.3,15607.9,9043,7264.8,5588,1900,14752.8,8780.7,7163,9176.2,35369,13496.9,903.1,11222.4,10326.5,1775.9,10410.4,10913.8,475.1,1517.6
2016-02-05,2016 ,2 ,96850.4,42568.2,1212.8,51000.5,14141.5,9165.2,6971.4,5902.7,1753.7,14627.8,8371.9,7568.4,8263.1,38102.4,12217.4,848.6,11193.1,9453.6,1894,10550.4,9603.2,402.5,1493.4
2016-02-06,2016 ,2 ,105924.1,42216.4,1157.3,51007.8,14033.4,10046,7293.4,5625.3,1645.8,14564.5,9542.4,6688.3,8220.6,39299.4,12818.8,623.6,11409.1,11051,1466.1,11160,9576.8,385.4,1547.8
2016-02-07,2016 ,2 ,114296,44343.4,1045.2,52866.1,14449.3,9830.1,9295.2,5790.9,1750.7,16836.8,9597.9,6701.4,8954.3,39204.2,16021.5,614.5,11359.8,12978.3,1291.6,10582.7,9014.6,381.2,1739.6
2016-02-08,2016 ,2 ,134014.2,52154,1440.9,63728.2,17511.2,12458.7,10549.5,12068.8,2168.4,24786.7,10551.6,7643.2,10911.7,59110.8,17164.7,576.1,13797.5,12845,1354.1,13658.3,11789.7,477.1,1901
2016-02-09,2016 ,2 ,121881.6,48951.4,1263.2,58290.4,16506.7,10823,10068,9638.3,2166.3,21872.6,12945.1,7251.1,10266,51788.3,21280.7,634.7,12852.8,12013.6,1439.9,10999.4,12508.1,455,1533.8
2016-02-10,2016 ,2 ,132072.6,52025.2,1229.9,60702.2,17703.3,11208.5,10085,8924.9,2394.4,21404.3,13488.8,7810.2,10095.5,47328.1,18216.2,713.4,12083.2,12823.9,1409.6,11133.5,13726.1,533.7,1933.2
2016-02-11,2016 ,2 ,123122.9,51587.2,1357.2,60523.1,16644.3,10026.9,8781.3,9050,2325.8,20157.1,10445.6,8854.7,12945.9,46819.6,16240.5,899.1,12607.9,12336.6,1315.8,13531.3,11842,641.6,1786
2016-02-12,2016 ,2 ,114151.8,47599.7,1315.6,55351.5,14807.9,10001.6,8100.4,7724.1,2354.1,18178.6,9681.8,9716.8,11130.7,42731.8,13858,969.7,13863.1,10092.4,1081.7,13040.7,10021.7,478.3,3011
2016-02-13,2016 ,2 ,117492.3,47596,1380.3,57181.7,14803.5,10191.3,8756.3,6651.4,2116,17523.7,9465.8,9878.9,9867.5,41006.6,15907.4,784,25294.6,10337.5,1154.3,11879.3,9617,391.5,2502.4
2016-02-14,2016 ,2 ,109190.5,44559.1,1301.5,54854.8,13928.4,10150,9420,6112.7,2514.5,18047.2,13069,9159.8,11415.2,39130.6,18285.8,682.1,25799.1,9688.7,1072.6,13052.9,8904.8,415.8,2040.2
2016-02-15,2016 ,2 ,108348,45947.7,1595.2,54158.1,14337.9,10375.1,10088.3,5706,2331.8,18126.1,14159.8,7422.7,11311.2,39015.8,17850.9,932.3,20388.6,8975.5,1023.1,13351.5,10683.8,495.4,1872.8
2016-02-16,2016 ,2 ,124640.4,49366.3,1473.2,57665.5,15067.9,13203.4,9909.8,6966.3,2396.4,19272.5,10571.8,7965.7,9710,45963,17775,987.8,21621.6,11233.6,1025.2,11907.7,11836.8,509.4,1893
2016-02-17,2016 ,2 ,109290.4,46789.2,1483.1,57550.7,13431.4,9934.1,7814.9,8227.2,2164.3,18206.4,10048,9230.2,8817,52830.6,14000.5,903.1,21596.6,9554.5,1102.9,11211.2,14522.1,541.8,1491.4
2016-02-18,2016 ,2 ,109512.1,44794.6,1594.1,53663.3,14027.6,9595,7944.2,8500.9,2127.1,18572.2,10814.9,9803.7,10309.3,38599.9,14275.7,980.8,25413.6,10460.7,2015.1,13471.6,15238.5,432.7,1626.6
2016-02-19,2016 ,2 ,110685.1,46040.4,1497.4,54686.9,63913.4,10264,9045,7379.8,2219.9,18644.7,9405.4,9271,9297.3,40615,14616.9,875.8,27348,10680.8,1255.2,12824.9,13934.9,452.9,1594.2
2016-02-20,2016 ,2 ,114328.9,47671,1256.1,53593.6,16091.6,12091.4,9117.7,7368.9,2325.8,18812.4,9687.7,8750.7,10137.9,43885.3,15597.7,632.6,17992.1,10736.1,1035.3,21708.2,13180.9,444.9,1656.8
2016-02-21,2016 ,2 ,125155.4,52379.4,1389.3,56914.5,14947.7,11262.9,8973.1,8076.2,2286.5,19335.8,9486.8,12467.1,12155.9,42888.4,15790.3,687.1,14734.9,10729.1,1066.6,17683.3,11412.1,446.8,1852.6
2016-02-22,2016 ,2 ,111601.4,49392.6,1367.1,55481.3,14867.6,10617.2,8737.1,7126.6,2155.3,18019,10979.5,8975.3,10151,40392.9,13190.9,889,13047.8,9392.1,981.8,21629.7,12550.4,444.9,1665
2016-02-23,2016 ,2 ,111982.2,47420,1257.3,55379.1,14766.5,10187.3,8078.1,7643.2,2277.3,17998.6,10500.1,8725.7,12176.1,44931.9,12893.4,949.5,12833.1,9353.9,979.8,20967.2,11724.1,461,1679
2016-02-24,2016 ,2 ,108504.7,46003.3,1352,53658,14622,9846.3,7970.3,6375.1,1878.8,16224.2,9075.2,8728.6,12305.2,41725.9,12256.9,948.5,15296.1,10168.1,1025.2,21588.3,10193.1,471.9,1558
2016-02-25,2016 ,2 ,113883.6,47245.2,1641.5,55857.1,14425.9,10453.7,7252,6735.2,1925.2,15912.4,9141.8,8870.9,10457.7,37512.1,12258.8,884.9,32181.4,9792.7,1046.4,19278.9,9609,474,1457
2016-02-26,2016 ,2 ,109287.8,56129.9,1465,55065.7,13946.2,10634.3,8095.2,6174.3,1853.6,16123.1,8816.9,8465.7,8308.4,38074.4,12579.6,832.5,25599.2,8887.7,995.9,18088.1,9517.1,508.4,1535.8
2016-02-27,2016 ,2 ,116468.7,55689.7,1416.6,56706.8,14448.7,11441.5,9350.5,6811.6,2018,18180.1,11442.4,8906,11695.9,44652.1,13705.7,673,21557.2,9991.5,1128.1,18237.4,11542.4,474.1,1810.2
2016-02-28,2016 ,2 ,114652.3,57914,1499.3,54103,14411.4,10275,9707.9,7709,1973.6,19390.5,12841.1,10181.9,10772.6,41348.5,15488.7,660.9,18194,10308.3,1208.8,15385.7,9658.4,440.8,2996.8
2016-02-29,2016 ,2 ,117801.2,68223.5,1435.8,54162.7,13823.3,9373,7635.4,6762.4,1681,16078.8,9616.1,11442.2,9049.1,35802.7,13200.1,895,17040.4,9194.4,1089.7,14763.3,9446.6,464,2328.8
2016-03-01,2016 ,3 ,121137.9,89163.3,1369.3,54805.9,15171.8,10380,9531.3,7978.2,2267.2,19776.7,10204.5,11686.8,13512.1,43128.8,12521.2,731.5,21364.2,9542.5,1288.6,16849.8,9331.8,355.2,2244.2
2016-03-02,2016 ,3 ,99673.3,54261,1300.6,55282.5,14784.2,8607.2,8271.9,6015.7,1771.8,16059.4,9087.4,15847.5,14535.3,35269.9,13327.3,937.4,15131.6,7867.5,1324.9,24169.8,8068.1,503.4,1860.6
2016-03-03,2016 ,3 ,97166.5,51703.2,1335.9,58066.1,14522.3,7933.1,7346.6,6008.5,1636.6,14991.7,8460.6,18699.9,11908.7,36109.7,12403.2,896,13680.6,7785.7,1104.9,21004.2,9779.4,548.8,2010
2016-03-04,2016 ,3 ,101634.7,48647.1,1298.5,70522.5,14802.3,8150,7512.2,5243.9,1735.5,14491.6,8959.3,17443.7,11108.5,55506.9,12323.3,794.1,14124.4,8194.5,2537.7,21020.2,10381.1,608.2,2266.2
2016-03-05,2016 ,3 ,103160.7,51747.5,1330.8,66384,14633,9675.7,8301.3,5587,1870.8,15759.1,8680.6,10738.1,14494.8,67964.2,12747.1,681.1,13580.4,9278.2,1294.6,17558.1,8868.3,612.4,3019
2016-03-06,2016 ,3 ,106593.1,50705.5,1354,66452.8,14196.4,9730.1,8051.2,5693,1876.8,15621,9082.5,11224.7,14374.8,51708.4,12542.3,736.6,13723.9,10100.4,2210.8,15435.3,8997.4,517.5,2149.2
2016-03-07,2016 ,3 ,101386,49885.1,1480.2,63157,16083.1,8461.9,7962.3,5692.9,1714.3,15369.5,9243.7,9814,11137.7,47630.1,11821,938.4,13002.4,12214.3,3174.4,24211.8,8881.4,589.1,3317.8
2016-03-08,2016 ,3 ,112931.2,55603.2,1637.5,65484.6,16153.7,10001.7,10053.8,5820,1804.1,17677.9,9825,8868.1,13445.5,56714.4,12000.6,969.7,12861.1,11322.4,2746.6,22261.5,11366.8,550.7,2361.2
2016-03-09,2016 ,3 ,110167.9,50965.7,1449.8,67154.9,14896.9,9263.1,8575.7,5081.3,1641.7,15298.7,10488.9,7339,11903.6,40476.8,10703.9,865.7,12024.4,9549.7,2809.2,15825.7,12987.3,455,1786
2016-03-10,2016 ,3 ,110740.5,52622.6,1394.4,57991.4,14258.9,8692.9,7801.6,6247.8,1463.1,15512.5,9265.9,6995.3,14465.6,36364.8,10283,907.1,11504,8208.6,3034.2,13007.5,9290.2,523.7,1628.6
2016-03-11,2016 ,3 ,108913.6,50608.5,1372.2,61027,13792.8,8592,7410.2,5740.3,1601.3,14751.8,8102.6,6325.3,10630.3,36021.8,9687.7,856.6,14223.4,9092.4,3154.2,14384.8,9100.4,547.6,1366.2
2016-03-12,2016 ,3 ,116565,52561.2,1296.6,56562,14747.4,9957.3,8246.6,5551.7,2012,15810.3,8569.7,7537.1,12797.7,44706.8,10346.6,711.4,16235.3,10028.9,3058.4,15562.3,8986.3,426.6,1650.8
2016-03-13,2016 ,3 ,119045.9,57784.7,1253.2,59706,15119.5,10434.5,8514.1,5627.3,2365.2,16506.6,9917.8,8714,15348.6,43820.9,10893.6,734.6,13569.6,10918.9,3129,14573.6,8079.4,461,1689.2
2016-03-14,2016 ,3 ,111800.9,49014.2,1366.2,56492.8,14469.2,8763.5,7168.1,4984.5,1776.9,13929.5,8302.4,8432.2,9930,38032.9,10404.1,1019.1,13783.3,9989.5,2887.9,13485.6,9354.7,752.8,1455
2016-03-15,2016 ,3 ,112696.3,45951.5,1402.5,54234.7,13835.9,7975.4,7113.5,5330.4,1689.1,14133,8012.8,8348.6,10560.7,46344.4,10074.1,943.5,19230.4,8763.5,4249.1,12415.1,11056.1,969.6,1545.8
2016-03-16,2016 ,3 ,103376.2,46317.8,1331.7,61459,16430.4,8609.2,8122.8,5485.7,1996.8,15605.3,11088.3,6810.8,11155.9,39237.9,10721.9,970.7,17783.1,11254.9,4086.6,12630.3,8758.5,531.6,1344
2016-03-17,2016 ,3 ,110289.2,49396.5,1485.2,61644.1,17571.1,9259,8768.3,5371.1,1985.7,16125.1,13048.8,7681.4,11824,39788.7,11664.4,1046.4,14372.4,12246.7,4426.7,14097.4,8845.2,510.5,1513.6
2016-03-18,2016 ,3 ,115355,48056.6,1608.3,69829.8,19953,9124.8,7917.9,5210.7,2188.5,15317.1,9581.9,8506.1,10401.3,40746.4,10565.6,922.2,14336.3,10146.8,7132.9,16005.6,8712.9,491.4,1564
2016-03-19,2016 ,3 ,110084.5,50343,1576.1,65842.8,20854.4,10498,8286.2,5846.2,2060.4,16192.8,10035.9,7563.2,11855.3,43674.6,11682.5,699.2,17551.2,10799.8,4618.4,14251.6,10055.1,865.6,1636.6
2016-03-20,2016 ,3 ,112237.2,54509.4,1576.1,67569.6,20045.3,11064.1,8961.1,6644.4,2312.6,17918.1,13038.8,14289.5,13657.4,45138.6,13903.3,728.5,15600.7,12148.9,4709.2,13933.7,10489.1,718.4,1761.8
2016-03-21,2016 ,3 ,103497.9,48162.5,1487.2,61535.1,20681.4,9452.8,7809.8,5995.5,1856.6,15661.9,11554.4,9435.3,14676.5,41005.7,13582.5,1114,14892.3,12006.6,3239,13379.8,16011.4,535.8,1412.6
2016-03-22,2016 ,3 ,101192.6,58217.8,1358,64250.6,18045.7,9795.8,14217.3,6474,1931.3,22622.6,9806.8,6951,14099.4,40806.8,11140.7,932.3,13138.5,10176.3,2456,13541.4,9678.8,487.4,1358.2
2016-03-23,2016 ,3 ,111423.3,48241.3,1308.6,63606.7,16200.5,10024.8,13579.4,6258.9,1826.3,21664.6,9538.5,6291.8,13836.9,38413.2,10244.6,955.6,12400,8767.5,2462.1,15486.7,8011.8,456,1315.8
2016-03-24,2016 ,3 ,100139.3,54973.7,1431.7,63166.6,15506,9852.4,10800.6,5484.9,1804.1,18089.6,9579.7,6139.9,14219.4,38956,9830,1011.1,12010.6,8696.8,13733.1,16030.7,14757,493.4,1249.2
2016-03-25,2016 ,3 ,96897.4,54841.5,1491.2,57224.8,16311.4,9757.5,9048,5232.7,1778.9,16059.6,9341.5,6242.4,14463.6,38646.4,9645.4,884.9,11433.2,9063.1,14079.2,19190.1,16683.5,457.1,1386.4
2016-03-26,2016 ,3 ,104524.6,51631.3,1486.2,59891.2,15034.5,12513.2,11391.7,6147.9,2159.3,19698.9,10500,7012,15517.2,44680.5,10845.2,760.8,12413,10187.3,10026.9,16139.7,11122.7,496.4,1755.8
2016-03-27,2016 ,3 ,106449.8,53095.8,1549.9,64632.6,16477.1,12922.8,10824,6417.4,2385.4,19626.8,10670.6,7621.8,16387.9,45391.8,12066.1,784,12604.7,12723.1,11356.8,15531.1,14189.1,448.9,1792
2016-03-28,2016 ,3 ,105948.5,48628.6,1645.6,60910.3,16676.4,10897.6,9339.4,5822.9,2081.6,17243.9,12875.4,6102.2,11858.3,41776.4,10631.2,1018.1,11862.2,9910.7,11112.6,13788.3,13087.1,452,1505.4
2016-03-29,2016 ,3 ,110939.4,52098.7,1610.3,66312.9,16979.1,10831.1,10457.7,6101.8,1940.3,18499.8,13948,6362.4,15185.1,44980.2,11587.8,1266.3,12767.2,10683.6,11352.8,14178.2,9204.3,526.7,1574
2016-03-30,2016 ,3 ,103989.9,49502.5,1634.5,58170.7,15461.1,9915.9,9257.9,5922.9,1793,16973.8,11585.8,5885.1,10189.3,39546.3,10891.5,1054.4,11380.9,8844.1,7448.8,13070.3,8074.3,464.1,1773.8
2016-03-31,2016 ,3 ,93653.1,44232.3,1596.2,55260.1,16076.3,9515.3,7994.6,5649.4,1576.1,15220.1,9141.9,6969.9,9762.5,37332.6,9936.9,1044.3,19277.7,8519.2,4395.4,11956.2,7713.1,607.3,1582.2
2016-04-01,2016 ,4 ,101113.4,46368.5,1787,53059.6,15259.6,10204.4,11119.3,5095.5,1740.5,17955.3,9160.1,10140.5,7863.4,38154.9,9667.5,1085.7,20514.5,8356.8,3798,12052.8,8828.2,500.2,1618.4
2016-04-02,2016 ,4 ,108948.1,49874.8,1832.3,58752.3,14998.2,11502.1,11166,5851.2,1936.3,18953.5,9985.4,11215.4,12084.3,47343,10528.3,836.5,13813.5,10341.5,5257.1,13687.6,13778.4,463.1,1699.2
2016-04-03,2016 ,4 ,116529.3,59692.7,1807.1,67985.7,15379.3,11784.6,10298.1,6545.4,2258.2,19101.7,11510.2,13994.6,12634.2,48945.6,12022.6,900.1,27998,11997.5,6171.3,15372.6,13343.5,532.7,2248.2
2016-04-04,2016 ,4 ,107862.3,52057.2,2802,64124.4,21089.6,10953.2,8319.4,5903.8,1920.2,16143.4,9092.5,14933.4,9047,42595.8,10054,1114,22634.7,9974.3,8054.2,13278.8,9653.5,498.4,1578.2
2016-04-05,2016 ,4 ,105360.3,50894.9,2876.7,57031.2,17271.1,10205.5,11388,5334.7,1637.7,18360.4,10064.1,9386.2,7108.6,37939.2,8859.3,1104.9,12174,8988.6,6387.3,11571.5,8665.5,459,1428.8
2016-04-06,2016 ,4 ,109590.1,45388.7,2084.6,55293.7,14860.7,9797.8,7943.9,5165.2,1742.6,14851.7,11214.5,10983.9,6811,36025.9,8673.7,1176.5,11852.8,8747.4,5638.5,10983.2,7440.5,468.2,1239
2016-04-07,2016 ,4 ,107752.9,44694.3,2332.8,51995,13331.4,9782.7,7700.1,5341.7,1652.8,14694.6,8627.4,10341,7329.8,43889.3,9603,1223,12447.5,8600,4764.7,12831,7452.6,438.8,1449
2016-04-08,2016 ,4 ,100406.8,44774.1,2457,55977.1,13011.4,10082.4,6789.8,5253.9,1515.6,13559.3,8366,9080.3,7844.2,41290.9,10069.2,1258.3,12949.8,8965.3,4236,15833.9,7238.7,353,1465.2
2016-04-09,2016 ,4 ,113135.6,46490.6,2160.3,58662.2,14706,10880.5,7560.7,5685.8,1711.2,14957.7,8698,9595.9,9267,43975.1,9411.2,916.2,12047.8,20253.6,6436.7,13605.7,7724,390.5,1642.6
2016-04-10,2016 ,4 ,116291.8,46474.5,2175.4,62381.9,17555.2,11882.5,8425.5,6151.1,1906,16482.6,9604,15804.1,8199.6,42828.6,11335.5,3206.7,21644.9,15047.8,6505.3,14459.6,8210.4,399.5,1874.8
2016-04-11,2016 ,4 ,109711.5,44307.8,2243,58639.7,16043.5,9951.2,7813.8,5349.8,1716.3,14879.9,8884.6,9249.5,10387.1,36468.7,10467.6,2782.9,15985.1,11570.8,2683.1,12509.9,7550.5,526.5,1398.4
2016-04-12,2016 ,4 ,111275.2,46342.2,2239,58106.1,16053,11257.9,7650.5,5625.2,2138.1,15413.8,9108.5,8274.8,12559.5,39036.9,9353.8,2102.8,12736,12392,2634.6,12457.8,6856.4,435.9,1342
2016-04-13,2016 ,4 ,105204.8,44392.8,2053.3,56671.1,16410.8,11224.7,7408.4,5841.2,1683.1,14932.7,8358.9,9333.6,8030,40312.2,8900.9,1452,11409.9,11751.4,3181.5,11171,6658.7,409.5,1443
2016-04-14,2016 ,4 ,93940.9,40876.4,2524.5,55106.3,13614.8,10064.2,6604.1,5040.1,1461.1,13105.3,7255.1,11177,6844.3,41746.2,10130.7,1579.1,14823.6,10627.2,3122,11660.4,7322.7,672,1196.6
2016-04-15,2016 ,4 ,104209.1,45412.8,2699.1,58610,14726.3,9994.6,7112.7,5213.5,1523.6,13849.8,7833.2,15204.7,7172.3,41382.9,9722.1,1573.1,17047.6,11029.8,3753.7,11839,7366.9,602.3,1315.8
2016-04-16,2016 ,4 ,107508.5,51662.9,2446.8,59903.4,18117.6,11197.3,7716,5757.4,1699.1,15172.5,8761.5,13438.7,7662.6,43471.8,10653.4,1153.3,25750.6,12247.6,5026,12729.9,8486.9,682,1497.4
2016-04-17,2016 ,4 ,104205,46934.7,2365,56413.9,15885.1,11219.6,7906.6,5885.7,1682.1,15474.4,8817.8,12078.4,7779.7,41755.1,10231.5,981.8,18990.1,11693.7,4084.6,12012.6,8067.3,650.8,1340
2016-04-18,2016 ,4 ,106402.6,48457.3,2399.5,59029.4,16643.4,10741.3,8119.5,5954.3,1693.1,15766.9,8879.6,9947.5,11965.1,41954.2,10049.2,1583.2,23304.9,9629.2,3790,12044,9493.9,623.5,1247.2
2016-04-19,2016 ,4 ,113697.7,52065.6,2721.2,57030,15074.6,10945.1,8308.2,7164.2,2919.1,18391.5,8868.5,8578.1,7110.7,38860.2,9540.6,1470.1,17855.1,8957.1,2911.1,11791.4,7854.3,1111.9,1408.6
2016-04-20,2016 ,4 ,112623.1,48181.7,2651.6,59100.9,15046.2,9952.2,8558.7,7243.7,3558.9,19361.3,9480.8,9184.4,8769.4,37297.2,9840.1,1531.7,14335.4,9108.5,3715.3,17223.2,15933.7,924.2,1461
