년,월,Advertiser,Brand,Product,연령대,광고횟수,시청자수,GRP,도달자수,도달율 1+,도달율 3+,도달율 5+,도달율 7+,도달율 9+
2016,01월,BMW코리아,BMW,BMW미니클럽맨,20대,1,0,0,0,0,0,0,0,0
2016,01월,BMW코리아,BMW,BMW미니클럽맨,30대,1,21000,0.5,21000,0.5,0,0,0,0
2016,01월,BMW코리아,BMW,BMW미니클럽맨,40대,1,23840,0.6,23840,0.6,0,0,0,0
2016,01월,BMW코리아,BMW,BMW미니클럽맨,50대,1,0,0,0,0,0,0,0,0
2016,01월,BMW코리아,BMW,BMW미니클럽맨,60대,1,5638,0.2,5638,0.2,0,0,0,0
2016,01월,BMW코리아,BMW,BMW미니클럽맨,개인,1,56724,0.3,56724,0.3,0,0,0,0
2016,01월,BMW코리아,BMW,BMW코리아7시리즈,20대,364,2024453,58.5,1003038,29,5.2,2.7,1.1,0.8
2016,01월,BMW코리아,BMW,BMW코리아7시리즈,30대,364,3213673,77.5,1332802,32.1,9,3.7,1.6,1.3
2016,01월,BMW코리아,BMW,BMW코리아7시리즈,40대,364,6414561,155.6,2163248,52.5,20,10.1,5.2,3
2016,01월,BMW코리아,BMW,BMW코리아7시리즈,50대,364,7603081,244.5,1805737,58.1,29.9,16.4,11.5,6.7
2016,01월,BMW코리아,BMW,BMW코리아7시리즈,60대,364,7335327,233.5,1894436,60.3,29.3,17.2,10.2,6.9
2016,01월,BMW코리아,BMW,BMW코리아7시리즈,개인,364,29604073,131.3,9739713,43.2,15.8,8.2,4.6,2.9
2016,01월,FMK,마세라티,FMK마세라티기블리,20대,62,1151593,33.3,737217,21.3,3.6,0.5,0,0
2016,01월,FMK,마세라티,FMK마세라티기블리,30대,62,2084309,50.3,1027670,24.8,6.6,1.4,0.4,0.3
2016,01월,FMK,마세라티,FMK마세라티기블리,40대,62,2517922,61.1,1276632,31,7.4,1.8,0.5,0.1
2016,01월,FMK,마세라티,FMK마세라티기블리,50대,62,1696195,54.6,868563,27.9,7.5,1.5,0.6,0.1
2016,01월,FMK,마세라티,FMK마세라티기블리,60대,62,794110,25.3,514956,16.4,2.1,0.1,0,0
2016,01월,FMK,마세라티,FMK마세라티기블리,개인,62,9756898,43.3,5272707,23.4,5.2,1.1,0.3,0.1
2016,01월,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,20대,125,85369,2.5,82563,2.4,0,0,0,0
2016,01월,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,30대,125,149637,3.6,97983,2.4,0.4,0.1,0.1,0
2016,01월,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,40대,125,156654,3.8,110227,2.7,0.3,0,0,0
2016,01월,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,50대,125,302097,9.7,241425,7.8,0.4,0,0,0
2016,01월,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,60대,125,614149,19.5,385657,12.3,1,0.3,0.3,0.1
2016,01월,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,개인,125,1374568,6.1,976095,4.3,0.3,0.1,0.1,0
2016,01월,아우디코리아,아우디,아우디코리아아우디,20대,1174,2692440,77.8,1137275,32.8,9.8,3.4,1.8,0.7
2016,01월,아우디코리아,아우디,아우디코리아아우디,30대,1174,4725012,113.9,1568118,37.8,14.5,7.4,5.1,1.5
2016,01월,아우디코리아,아우디,아우디코리아아우디,40대,1174,7571276,183.7,1926973,46.7,24,13.2,8,4.5
2016,01월,아우디코리아,아우디,아우디코리아아우디,50대,1174,4599722,147.9,1481243,47.6,20.7,9.8,4.8,1.4
2016,01월,아우디코리아,아우디,아우디코리아아우디,60대,1174,3059351,97.4,1116850,35.5,13.7,5.3,3.3,1.4
2016,01월,아우디코리아,아우디,아우디코리아아우디,개인,1174,27120529,120.3,8695313,38.6,15.9,7.7,4.4,2
2016,01월,재규어랜드로버코리아,재규어,재규어XF,20대,1,32537,0.9,32537,0.9,0,0,0,0
2016,01월,재규어랜드로버코리아,재규어,재규어XF,30대,1,2977,0.1,2977,0.1,0,0,0,0
2016,01월,재규어랜드로버코리아,재규어,재규어XF,40대,1,67632,1.6,67632,1.6,0,0,0,0
2016,01월,재규어랜드로버코리아,재규어,재규어XF,50대,1,33934,1.1,33934,1.1,0,0,0,0
2016,01월,재규어랜드로버코리아,재규어,재규어XF,60대,1,92327,2.9,92327,2.9,0,0,0,0
2016,01월,재규어랜드로버코리아,재규어,재규어XF,개인,1,287377,1.3,287377,1.3,0,0,0,0
2016,01월,재규어랜드로버코리아,재규어,재규어XJ,20대,153,3406068,98.4,1239776,35.8,12.6,4.1,3,2.8
2016,01월,재규어랜드로버코리아,재규어,재규어XJ,30대,153,5758061,138.9,1744193,42.1,17.7,8.2,5.9,3.6
2016,01월,재규어랜드로버코리아,재규어,재규어XJ,40대,153,12948576,314.1,2776259,67.3,39.8,23.7,13.9,9.7
2016,01월,재규어랜드로버코리아,재규어,재규어XJ,50대,153,12012781,386.3,2372895,76.3,45,28.9,18.8,14.2
2016,01월,재규어랜드로버코리아,재규어,재규어XJ,60대,153,13342147,424.7,2189045,69.7,45.7,29.8,22.3,16.3
2016,01월,재규어랜드로버코리아,재규어,재규어XJ,개인,153,52811916,234.2,12311980,54.6,28,15.9,10.6,7.5
2016,01월,포드세일즈서비스코리아,링컨,포드링컨MKZ,20대,2,0,0,0,0,0,0,0,0
2016,01월,포드세일즈서비스코리아,링컨,포드링컨MKZ,30대,2,0,0,0,0,0,0,0,0
2016,01월,포드세일즈서비스코리아,링컨,포드링컨MKZ,40대,2,0,0,0,0,0,0,0,0
2016,01월,포드세일즈서비스코리아,링컨,포드링컨MKZ,50대,2,0,0,0,0,0,0,0,0
2016,01월,포드세일즈서비스코리아,링컨,포드링컨MKZ,60대,2,0,0,0,0,0,0,0,0
2016,01월,포드세일즈서비스코리아,링컨,포드링컨MKZ,개인,2,0,0,0,0,0,0,0,0
2016,01월,포드세일즈서비스코리아,포드,포드몬데오,20대,294,1935827,55.9,1068592,30.9,5.6,1.5,0.3,0.3
2016,01월,포드세일즈서비스코리아,포드,포드몬데오,30대,294,3103176,74.8,1310018,31.6,10.4,3.3,0.8,0.7
2016,01월,포드세일즈서비스코리아,포드,포드몬데오,40대,294,5405097,131.1,2373980,57.6,20.7,4.9,0.8,0.3
2016,01월,포드세일즈서비스코리아,포드,포드몬데오,50대,294,4620167,148.6,1965151,63.2,23,5.4,1.8,0.4
2016,01월,포드세일즈서비스코리아,포드,포드몬데오,60대,294,5252615,167.2,2014518,64.1,25.3,9.4,2.8,0.9
2016,01월,포드세일즈서비스코리아,포드,포드몬데오,개인,294,23104675,102.5,10266593,45.5,14.8,4.1,1.1,0.4
2016,01월,포드세일즈서비스코리아,포드,포드쿠가,20대,1026,7294800,210.7,2029089,58.6,28.7,13.4,8.7,5.7
2016,01월,포드세일즈서비스코리아,포드,포드쿠가,30대,1026,12110197,292,2444388,58.9,35.7,24.1,15.6,9.6
2016,01월,포드세일즈서비스코리아,포드,포드쿠가,40대,1026,22937538,556.4,3316322,80.4,62.5,47.9,32.1,22.7
2016,01월,포드세일즈서비스코리아,포드,포드쿠가,50대,1026,18558199,596.9,2645277,85.1,69.3,52.2,38,25.5
2016,01월,포드세일즈서비스코리아,포드,포드쿠가,60대,1026,15510849,493.7,2598375,82.7,61.2,43.7,29.3,19.4
2016,01월,포드세일즈서비스코리아,포드,포드쿠가,개인,1026,87983808,390.2,15692476,69.6,47.7,32.2,21.5,14.2
2016,01월,포드세일즈서비스코리아,포드,포드포커스,20대,249,1489795,43,1010394,29.2,3.9,0.2,0,0
2016,01월,포드세일즈서비스코리아,포드,포드포커스,30대,249,2871009,69.2,1433541,34.6,8.3,1.8,0.6,0.5
2016,01월,포드세일즈서비스코리아,포드,포드포커스,40대,249,5246914,127.3,2300063,55.8,18.3,5,1.3,0.5
2016,01월,포드세일즈서비스코리아,포드,포드포커스,50대,249,3730296,120,1790509,57.6,16.9,3.5,1.3,0.3
2016,01월,포드세일즈서비스코리아,포드,포드포커스,60대,249,3430659,109.2,1721343,54.8,15.5,2.5,0.6,0
2016,01월,포드세일즈서비스코리아,포드,포드포커스,개인,249,19269919,85.5,9697657,43,10.8,2.4,0.7,0.2
2016,01월,한국닛산,인피니티,닛산인피니티Q50,20대,135,283245,8.2,263993,7.6,0,0,0,0
2016,01월,한국닛산,인피니티,닛산인피니티Q50,30대,135,690728,16.7,492573,11.9,1,0.1,0,0
2016,01월,한국닛산,인피니티,닛산인피니티Q50,40대,135,1286490,31.2,908691,22,2.8,0.4,0,0
2016,01월,한국닛산,인피니티,닛산인피니티Q50,50대,135,639132,20.6,467870,15,1.1,0,0,0
2016,01월,한국닛산,인피니티,닛산인피니티Q50,60대,135,344865,11,257729,8.2,0.5,0,0,0
2016,01월,한국닛산,인피니티,닛산인피니티Q50,개인,135,4021109,17.8,2904935,12.9,1.2,0.1,0,0
2016,01월,한국토요타자동차,토요타,한국토요타RAV4,20대,241,221508,6.4,211759,6.1,0,0,0,0
2016,01월,한국토요타자동차,토요타,한국토요타RAV4,30대,241,464309,11.2,288234,7,0.7,0.4,0.1,0.1
2016,01월,한국토요타자동차,토요타,한국토요타RAV4,40대,241,699971,17,486717,11.8,1.2,0,0,0
2016,01월,한국토요타자동차,토요타,한국토요타RAV4,50대,241,1550620,49.9,796565,25.6,6.2,1.6,0.7,0.1
2016,01월,한국토요타자동차,토요타,한국토요타RAV4,60대,241,2617016,83.3,1231464,39.2,10.8,3.9,0.6,0.1
2016,01월,한국토요타자동차,토요타,한국토요타RAV4,개인,241,5726891,25.4,3181555,14.1,2.7,0.8,0.2,0
2016,01월,한국토요타자동차,렉서스,한국토요타렉서스NX,20대,1022,1250795,36.1,807510,23.3,3.6,0.1,0,0
2016,01월,한국토요타자동차,렉서스,한국토요타렉서스NX,30대,1022,2317342,55.9,1076559,26,7.8,2,1.1,0.2
2016,01월,한국토요타자동차,렉서스,한국토요타렉서스NX,40대,1022,4591139,111.4,1785847,43.3,14,5.1,2.8,1.6
2016,01월,한국토요타자동차,렉서스,한국토요타렉서스NX,50대,1022,4081126,131.3,1553580,50,17.1,7.1,3.9,1.7
2016,01월,한국토요타자동차,렉서스,한국토요타렉서스NX,60대,1022,2988643,95.1,1335167,42.5,11.7,3.8,2.4,1.2
2016,01월,한국토요타자동차,렉서스,한국토요타렉서스NX,개인,1022,16906816,75,7516308,33.3,9.3,2.9,1.6,0.7
2016,01월,한국토요타자동차,토요타,한국토요타캠리,20대,108,1697,0,1697,0,0,0,0,0
2016,01월,한국토요타자동차,토요타,한국토요타캠리,30대,108,13390,0.3,12080,0.3,0,0,0,0
2016,01월,한국토요타자동차,토요타,한국토요타캠리,40대,108,7358,0.2,7358,0.2,0,0,0,0
2016,01월,한국토요타자동차,토요타,한국토요타캠리,50대,108,7988,0.3,4747,0.2,0,0,0,0
2016,01월,한국토요타자동차,토요타,한국토요타캠리,60대,108,20642,0.7,6672,0.2,0.1,0,0,0
2016,01월,한국토요타자동차,토요타,한국토요타캠리,개인,108,53677,0.2,34771,0.2,0,0,0,0
2016,01월,한국토요타자동차,토요타,한국토요타프리우스,20대,337,757801,21.9,473463,13.7,2.1,0.4,0,0
2016,01월,한국토요타자동차,토요타,한국토요타프리우스,30대,337,1469191,35.4,718820,17.3,4.7,1.7,0.6,0.2
2016,01월,한국토요타자동차,토요타,한국토요타프리우스,40대,337,2838189,68.8,1263967,30.7,9,3.4,1.6,0.9
2016,01월,한국토요타자동차,토요타,한국토요타프리우스,50대,337,3871706,124.5,1372134,44.1,17.1,8.2,3.3,1.6
2016,01월,한국토요타자동차,토요타,한국토요타프리우스,60대,337,4902412,156,1476448,47,21.8,11.7,6.1,3.6
2016,01월,한국토요타자동차,토요타,한국토요타프리우스,개인,337,15135827,67.1,6050603,26.8,9,3.8,1.7,0.9
2016,01월,한불모터스,푸조,한불모터스푸조2008,20대,80,273410,7.9,253348,7.3,0,0,0,0
2016,01월,한불모터스,푸조,한불모터스푸조2008,30대,80,621988,15,440452,10.6,0.8,0.1,0,0
2016,01월,한불모터스,푸조,한불모터스푸조2008,40대,80,1350504,32.8,859734,20.9,2.4,0.5,0.3,0.1
2016,01월,한불모터스,푸조,한불모터스푸조2008,50대,80,1316908,42.4,829878,26.7,3.2,0.5,0.1,0
2016,01월,한불모터스,푸조,한불모터스푸조2008,60대,80,1043866,33.2,701241,22.3,2.3,0.2,0,0
2016,01월,한불모터스,푸조,한불모터스푸조2008,개인,80,5206350,23.1,3541027,15.7,1.4,0.2,0.1,0
2016,01월,한불모터스,푸조,한불모터스푸조3008,20대,71,212021,6.1,195537,5.6,0,0,0,0
2016,01월,한불모터스,푸조,한불모터스푸조3008,30대,71,368882,8.9,256490,6.2,0.8,0,0,0
2016,01월,한불모터스,푸조,한불모터스푸조3008,40대,71,925423,22.4,654426,15.9,1.1,0.3,0,0
2016,01월,한불모터스,푸조,한불모터스푸조3008,50대,71,810729,26.1,528867,17,2.2,0.5,0,0
2016,01월,한불모터스,푸조,한불모터스푸조3008,60대,71,1140335,36.3,729108,23.2,2.5,0.2,0,0
2016,01월,한불모터스,푸조,한불모터스푸조3008,개인,71,3624500,16.1,2482847,11,1.1,0.2,0,0
2016,01월,한불모터스,푸조,한불모터스푸조508,20대,151,140852,4.1,129490,3.7,0,0,0,0
2016,01월,한불모터스,푸조,한불모터스푸조508,30대,151,491870,11.9,294872,7.1,0.6,0.3,0.2,0.2
2016,01월,한불모터스,푸조,한불모터스푸조508,40대,151,1653128,40.1,536935,13,4.4,2.7,2,1.6
2016,01월,한불모터스,푸조,한불모터스푸조508,50대,151,2049284,65.9,963367,31,6.1,3.3,2.1,1.2
2016,01월,한불모터스,푸조,한불모터스푸조508,60대,151,2454409,78.1,1021794,32.5,9.6,3.9,2,1
2016,01월,한불모터스,푸조,한불모터스푸조508,개인,151,6974955,30.9,3099239,13.7,3.1,1.6,1,0.6
2016,01월,한불모터스,푸조,한불푸조308,20대,38,10561,0.3,10560,0.3,0,0,0,0
2016,01월,한불모터스,푸조,한불푸조308,30대,38,114558,2.8,87495,2.1,0.1,0.1,0,0
2016,01월,한불모터스,푸조,한불푸조308,40대,38,133458,3.2,98712,2.4,0.2,0,0,0
2016,01월,한불모터스,푸조,한불푸조308,50대,38,346841,11.2,236967,7.6,1.1,0.1,0,0
2016,01월,한불모터스,푸조,한불푸조308,60대,38,348682,11.1,234866,7.5,1.1,0.2,0,0
2016,01월,한불모터스,푸조,한불푸조308,개인,38,1006225,4.5,720546,3.2,0.4,0.1,0,0
2017,01월,BMW코리아,BMW,BMWX레인지,20대,71,663734,20,436505,13.2,1.5,0.1,0,0
2017,01월,BMW코리아,BMW,BMWX레인지,30대,71,1285530,32.7,701117,17.8,3.4,1,0.3,0.1
2017,01월,BMW코리아,BMW,BMWX레인지,40대,71,2466915,57.3,1099052,25.5,6.6,3.1,1.3,0.6
2017,01월,BMW코리아,BMW,BMWX레인지,50대,71,2617882,67.5,1204306,31.1,8.3,2.8,1.2,0.7
2017,01월,BMW코리아,BMW,BMWX레인지,60대,71,1865368,45.9,889791,21.9,4.9,1.6,1,0.5
2017,01월,BMW코리아,BMW,BMWX레인지,개인,71,9638097,41,4781917,20.3,4.5,1.6,0.7,0.3
2017,01월,볼보자동차코리아,볼보,볼보S90,20대,2876,512597,15.5,260636,7.9,1.8,0.5,0.2,0
2017,01월,볼보자동차코리아,볼보,볼보S90,30대,2876,1759864,44.8,331861,8.4,3.7,3.2,2,2
2017,01월,볼보자동차코리아,볼보,볼보S90,40대,2876,2457476,57.1,581466,13.5,5.5,4.4,3,1.6
2017,01월,볼보자동차코리아,볼보,볼보S90,50대,2876,3645608,94,823922,21.3,9.6,5.7,4.4,3.7
2017,01월,볼보자동차코리아,볼보,볼보S90,60대,2876,5133911,126.4,916809,22.6,11.5,7.9,4.8,3.5
2017,01월,볼보자동차코리아,볼보,볼보S90,개인,2876,13984610,59.4,3100390,13.2,5.8,3.8,2.5,1.8
2017,01월,볼보자동차코리아,볼보,볼보XC90,20대,4,203106,6.1,187216,5.6,0,0,0,0
2017,01월,볼보자동차코리아,볼보,볼보XC90,30대,4,442340,11.3,327584,8.3,0.5,0,0,0
2017,01월,볼보자동차코리아,볼보,볼보XC90,40대,4,626921,14.6,460478,10.7,1.2,0,0,0
2017,01월,볼보자동차코리아,볼보,볼보XC90,50대,4,723792,18.7,488597,12.6,2,0,0,0
2017,01월,볼보자동차코리아,볼보,볼보XC90,60대,4,314025,7.7,230074,5.7,0.4,0,0,0
2017,01월,볼보자동차코리아,볼보,볼보XC90,개인,4,2650495,11.3,1974931,8.4,0.7,0,0,0
2017,01월,캐딜락코리아,캐딜락,지엠캐딜락XT5,20대,233,487292,14.7,278373,8.4,1.6,0.2,0.2,0.1
2017,01월,캐딜락코리아,캐딜락,지엠캐딜락XT5,30대,233,1115662,28.4,659475,16.8,3,0.7,0.3,0
2017,01월,캐딜락코리아,캐딜락,지엠캐딜락XT5,40대,233,2101862,48.8,1119767,26,5.9,1.3,0.5,0.3
2017,01월,캐딜락코리아,캐딜락,지엠캐딜락XT5,50대,233,2227214,57.5,1018116,26.3,6.2,1.7,1,0.5
2017,01월,캐딜락코리아,캐딜락,지엠캐딜락XT5,60대,233,1567771,38.6,848155,20.9,3.5,1.3,0.9,0.4
2017,01월,캐딜락코리아,캐딜락,지엠캐딜락XT5,개인,233,8154363,34.7,4325235,18.4,3.7,0.9,0.5,0.2
2017,01월,포드세일즈서비스코리아,링컨,링컨컨티넨탈,20대,922,2681420,80.9,1270956,38.3,9.5,4.4,1.4,0.7
2017,01월,포드세일즈서비스코리아,링컨,링컨컨티넨탈,30대,922,5978177,152.1,1829178,46.5,20.7,9.9,5.5,3.6
2017,01월,포드세일즈서비스코리아,링컨,링컨컨티넨탈,40대,922,10021903,232.8,2527363,58.7,30.4,18.5,10.2,5.9
2017,01월,포드세일즈서비스코리아,링컨,링컨컨티넨탈,50대,922,10827576,279.3,2534659,65.4,39,22.1,11.1,7.8
2017,01월,포드세일즈서비스코리아,링컨,링컨컨티넨탈,60대,922,12186395,300,2577576,63.5,37.3,21.9,13.6,10
2017,01월,포드세일즈서비스코리아,링컨,링컨컨티넨탈,개인,922,44426340,188.8,11990376,51,24.7,13.7,7.4,4.8
2017,01월,한국토요타자동차,렉서스,한국토요타자동차렉서스,20대,1276,2699027,81.4,1046470,31.6,10.4,4.7,2,1
2017,01월,한국토요타자동차,렉서스,한국토요타자동차렉서스,30대,1276,4410449,112.2,1654449,42.1,15.7,5.8,4.3,1.3
2017,01월,한국토요타자동차,렉서스,한국토요타자동차렉서스,40대,1276,10208219,237.1,2543265,59.1,29.9,19.1,10.3,6.3
2017,01월,한국토요타자동차,렉서스,한국토요타자동차렉서스,50대,1276,14981340,386.5,2749322,70.9,44.4,32,19.5,13
2017,01월,한국토요타자동차,렉서스,한국토요타자동차렉서스,60대,1276,17207955,423.7,2916730,71.8,45.8,31.1,21.3,15.4
2017,01월,한국토요타자동차,렉서스,한국토요타자동차렉서스,개인,1276,52294362,222.2,12132848,51.6,26.4,16.4,10,6.4
2017,01월,한국토요타자동차,토요타,한국토요타프리우스,20대,629,1857661,56,885437,26.7,7,1.3,0.8,0.7
2017,01월,한국토요타자동차,토요타,한국토요타프리우스,30대,629,3207923,81.6,1227228,31.2,10.5,4.8,1.9,0.6
2017,01월,한국토요타자동차,토요타,한국토요타프리우스,40대,629,6473851,150.4,1935594,45,19.7,10.8,5.9,3.4
2017,01월,한국토요타자동차,토요타,한국토요타프리우스,50대,629,8191466,211.3,2186783,56.4,29.4,15.5,8.6,4.5
2017,01월,한국토요타자동차,토요타,한국토요타프리우스,60대,629,8762472,215.7,2304385,56.7,26.4,14.9,9.2,6.2
2017,01월,한국토요타자동차,토요타,한국토요타프리우스,개인,629,30011158,127.5,9305535,39.5,16.6,8.2,4.6,2.7
2017,01월,혼다코리아,혼다,혼다ACCORD,20대,626,815837,24.6,558127,16.8,1.4,0.6,0.5,0
2017,01월,혼다코리아,혼다,혼다ACCORD,30대,626,1550067,39.4,995343,25.3,3.2,0.6,0,0
2017,01월,혼다코리아,혼다,혼다ACCORD,40대,626,2866215,66.6,1658260,38.5,6.5,1.5,0.5,0
2017,01월,혼다코리아,혼다,혼다ACCORD,50대,626,3150153,81.3,1595641,41.2,8.5,1.8,1.2,0.4
2017,01월,혼다코리아,혼다,혼다ACCORD,60대,626,3402455,83.8,1639918,40.4,9.5,3.7,1.6,0.5
2017,01월,혼다코리아,혼다,혼다ACCORD,개인,626,12615610,53.6,7089453,30.1,5.1,1.4,0.6,0.2
2017,01월,혼다코리아,혼다,혼다파일럿,20대,171,464389,14,337459,10.2,0.7,0.1,0.1,0
2017,01월,혼다코리아,혼다,혼다파일럿,30대,171,836484,21.3,598882,15.2,1,0.3,0,0
2017,01월,혼다코리아,혼다,혼다파일럿,40대,171,1481563,34.4,1050924,24.4,2,0.5,0,0
2017,01월,혼다코리아,혼다,혼다파일럿,50대,171,1725836,44.5,1006516,26,4.3,1.3,0.3,0.2
2017,01월,혼다코리아,혼다,혼다파일럿,60대,171,1256396,30.9,751556,18.5,3,0.8,0.3,0
2017,01월,혼다코리아,혼다,혼다파일럿,개인,171,6382303,27.1,4237612,18,1.9,0.5,0.1,0
2018,01월,BMW코리아,BMW,BMWX드라이브,20대,226,1578894,47.2,734047,22,4.9,2.1,1.6,0.7
2018,01월,BMW코리아,BMW,BMWX드라이브,30대,226,3409757,88.2,1405214,36.4,11.9,4.4,1.7,1.4
2018,01월,BMW코리아,BMW,BMWX드라이브,40대,226,6372693,149,2092338,48.9,21,9.4,5.7,2.3
2018,01월,BMW코리아,BMW,BMWX드라이브,50대,226,3865474,98.4,1503461,38.3,13,5.9,2.4,1.3
2018,01월,BMW코리아,BMW,BMWX드라이브,60대,226,2619908,61.1,1193857,27.9,7.4,2.5,1,0.8
2018,01월,BMW코리아,BMW,BMWX드라이브,개인,226,20518658,86.8,8000373,33.8,11.4,4.9,2.5,1.3
2018,01월,FMK,마세라티,FMK마세라티기블리,20대,2,0,0,0,0,0,0,0,0
2018,01월,FMK,마세라티,FMK마세라티기블리,30대,2,0,0,0,0,0,0,0,0
2018,01월,FMK,마세라티,FMK마세라티기블리,40대,2,0,0,0,0,0,0,0,0
2018,01월,FMK,마세라티,FMK마세라티기블리,50대,2,0,0,0,0,0,0,0,0
2018,01월,FMK,마세라티,FMK마세라티기블리,60대,2,0,0,0,0,0,0,0,0
2018,01월,FMK,마세라티,FMK마세라티기블리,개인,2,0,0,0,0,0,0,0,0
2018,01월,FMK,마세라티,FMK마세라티르반떼,20대,163,769085,23,446095,13.3,1.5,0.9,0.1,0.1
2018,01월,FMK,마세라티,FMK마세라티르반떼,30대,163,2016578,52.2,1018159,26.3,5.2,2,0.4,0.2
2018,01월,FMK,마세라티,FMK마세라티르반떼,40대,163,4033224,94.3,1641128,38.4,13.1,4.3,2.2,1
2018,01월,FMK,마세라티,FMK마세라티르반떼,50대,163,2277586,58,1126836,28.7,6,2.2,1,0.1
2018,01월,FMK,마세라티,FMK마세라티르반떼,60대,163,1540373,35.9,835771,19.5,3.1,1.3,0.5,0.3
2018,01월,FMK,마세라티,FMK마세라티르반떼,개인,163,12007362,50.8,5849930,24.7,5.5,1.9,0.7,0.3
2018,01월,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,20대,15,358437,10.7,324549,9.7,0,0,0,0
2018,01월,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,30대,15,1340497,34.7,990256,25.6,1.7,0.3,0,0
2018,01월,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,40대,15,1698926,39.7,1178422,27.6,2.2,0.4,0,0
2018,01월,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,50대,15,1446116,36.8,1081921,27.5,1.4,0.2,0,0
2018,01월,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,60대,15,1430097,33.4,893975,20.9,3.3,0.3,0.1,0.1
2018,01월,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,개인,15,6857745,29,4929901,20.8,1.6,0.2,0,0
2018,01월,메르세데스벤츠코리아,메르세데스벤츠,벤츠E클래스,20대,102,1748918,52.3,803731,24,7.2,1.7,0.5,0.5
2018,01월,메르세데스벤츠코리아,메르세데스벤츠,벤츠E클래스,30대,102,3896732,100.8,1487758,38.5,14.2,3.7,2.2,1.6
2018,01월,메르세데스벤츠코리아,메르세데스벤츠,벤츠E클래스,40대,102,6916122,161.7,2386769,55.8,20,8.5,4.1,2
2018,01월,메르세데스벤츠코리아,메르세데스벤츠,벤츠E클래스,50대,102,8351487,212.5,2469189,62.8,29.1,12.6,7.1,4.3
2018,01월,메르세데스벤츠코리아,메르세데스벤츠,벤츠E클래스,60대,102,11095708,258.9,2770439,64.6,30.5,17.2,9.7,7
2018,01월,메르세데스벤츠코리아,메르세데스벤츠,벤츠E클래스,개인,102,34654192,146.5,11141085,47.1,18.7,8,4.2,2.7
2018,01월,메르세데스벤츠코리아,메르세데스벤츠,벤츠GLA클래스,20대,47,528883,15.8,364710,10.9,0.8,0,0,0
2018,01월,메르세데스벤츠코리아,메르세데스벤츠,벤츠GLA클래스,30대,47,1486233,38.4,693451,17.9,4,1.6,0.9,0
2018,01월,메르세데스벤츠코리아,메르세데스벤츠,벤츠GLA클래스,40대,47,3267295,76.4,1483767,34.7,10.8,3.1,0.7,0.3
2018,01월,메르세데스벤츠코리아,메르세데스벤츠,벤츠GLA클래스,50대,47,1554812,39.6,934971,23.8,4,0.7,0.1,0
2018,01월,메르세데스벤츠코리아,메르세데스벤츠,벤츠GLA클래스,60대,47,1064476,24.8,658367,15.4,2.4,0.6,0,0
2018,01월,메르세데스벤츠코리아,메르세데스벤츠,벤츠GLA클래스,개인,47,9669398,40.9,5021008,21.2,4.9,1.3,0.3,0.1
2018,01월,볼보자동차코리아,볼보,볼보XC60,20대,1210,132135,4,56582,1.7,0.4,0,0,0
2018,01월,볼보자동차코리아,볼보,볼보XC60,30대,1210,13020,0.3,13017,0.3,0,0,0,0
2018,01월,볼보자동차코리아,볼보,볼보XC60,40대,1210,399991,9.4,137627,3.2,0.9,0.4,0.3,0.1
2018,01월,볼보자동차코리아,볼보,볼보XC60,50대,1210,1785999,45.4,221568,5.6,3.2,2.1,2,1.6
2018,01월,볼보자동차코리아,볼보,볼보XC60,60대,1210,1070140,25,171737,4,2.1,1.3,1.2,0.9
2018,01월,볼보자동차코리아,볼보,볼보XC60,개인,1210,3438758,14.5,635991,2.7,1.2,0.6,0.6,0.4
2018,01월,볼보자동차코리아,볼보,볼보크로스컨트리*,20대,15,1663,0,832,0,0,0,0,0
2018,01월,볼보자동차코리아,볼보,볼보크로스컨트리*,30대,15,174580,4.5,124611,3.2,0,0,0,0
2018,01월,볼보자동차코리아,볼보,볼보크로스컨트리*,40대,15,282299,6.6,204975,4.8,0.2,0.1,0,0
2018,01월,볼보자동차코리아,볼보,볼보크로스컨트리*,50대,15,212556,5.4,146649,3.7,0.4,0.1,0,0
2018,01월,볼보자동차코리아,볼보,볼보크로스컨트리*,60대,15,116120,2.7,88085,2.1,0,0,0,0
2018,01월,볼보자동차코리아,볼보,볼보크로스컨트리*,개인,15,858753,3.6,632763,2.7,0.1,0,0,0
2018,01월,아우디코리아,아우디,아우디코리아아우디,20대,726,2979188,89.1,1183578,35.4,12.3,4.5,1.1,0.9
2018,01월,아우디코리아,아우디,아우디코리아아우디,30대,726,6666646,172.5,2173604,56.2,20.7,13.3,7.2,2.9
2018,01월,아우디코리아,아우디,아우디코리아아우디,40대,726,12105924,283.1,2891403,67.6,37.4,22.3,12.3,8.9
